Mart	Table	O/R	COLUMN NAME	INPUT SOURCE	BOOL?	Data type	Index
SNP	snp__simple_germline_variation__dm:feature_id_key	O	aa_variation	sgv_s		varchar(64)	
SNP	snp__simple_germline_variation__dm:feature_id_key	O	cds_variation	sgv_s		varchar(64)	
SNP	snp__simple_germline_variation__dm:feature_id_key	O	protein_domain_affected	sgv_s		varchar(64)	
SNP	snp__simple_germline_variation__dm:feature_id_key	O	gene_affected	sgv_s		varchar(256)	
SNP	snp__simple_germline_variation__dm:feature_id_key	O	transcript_affected	sgv_s		varchar(256)	
SNP	snp__simple_germline_variation__dm:feature_id_key	R	platform	sgv_m	Y	varchar(256)	
SNP	snp__simple_germline_variation__dm:feature_id_key	O	experimental_protocol	sgv_m		varchar(256)	
SNP	snp__simple_germline_variation__dm:feature_id_key	R	base_calling_algorithm	sgv_m		varchar(256)	
SNP	snp__simple_germline_variation__dm:feature_id_key	R	alignment_algorithm	sgv_m		varchar(256)	
SNP	snp__simple_germline_variation__dm:feature_id_key	R	variation_calling_algorithm	sgv_m		varchar(256)	
SNP	snp__simple_germline_variation__dm:feature_id_key	O	other_analysis_algorithm	sgv_m		varchar(256)	
SNP	snp__simple_germline_variation__dm:feature_id_key	O	seq_coverage	sgv_m		"float(5,2)"	
SNP	snp__simple_germline_variation__dm:feature_id_key	R	raw_data_repository	sgv_m		varchar(64)	
SNP	snp__simple_germline_variation__dm:feature_id_key	R	raw_data_accession	sgv_m		varchar(64)	
SNP	snp__simple_germline_variation__dm:feature_id_key	R	donor_id	sgv_m		varchar(32)	Y
SNP	snp__simple_germline_variation__dm:feature_id_key	R	diagnosis_id	sgv_m		varchar(32)	Y
SNP	snp__simple_germline_variation__dm:feature_id_key	R	control_sample_id	sgv_p/sgv_s/sgv_m		varchar(32)	Y
SNP	snp__simple_germline_variation__dm:feature_id_key	R	matched_sample_id	sgv_m		varchar(32)	Y
SNP	snp__simple_germline_variation__dm:feature_id_key	R	analysis_id	sgv_p/sgv_s/sgv_m		varchar(32)	Y
SGV	germline_snp__sgv__main:sgv_id_key		sgv_id_key			int(1) unsigned	Y
SGV	germline_snp__sgv__main:sgv_id_key		analysis_id	sgv_m		varchar(32)	
SGV	germline_snp__sgv__main:sgv_id_key		donor_id	sgv_m		varchar(32)	
SGV	germline_snp__sgv__main:sgv_id_key		diagnosis_id	sgv_m		varchar(32)	
SGV	germline_snp__sgv__main:sgv_id_key		control_sample_id	sgv_m		varchar(32)	
SGV	germline_snp__sgv__main:sgv_id_key		matched_sample_id	sgv_m		varchar(32)	
SGV	germline_snp__sgv__main:sgv_id_key		assembly_version	sgv_m		varchar(32)	
SGV	germline_snp__sgv__main:sgv_id_key		platform	sgv_m		varchar(256)	
SGV	germline_snp__sgv__main:sgv_id_key		experimental_protocol	sgv_m		varchar(256)	
SGV	germline_snp__sgv__main:sgv_id_key		base_calling_algorithm	sgv_m		varchar(256)	
SGV	germline_snp__sgv__main:sgv_id_key		alignment_algorithm	sgv_m		varchar(256)	
SGV	germline_snp__sgv__main:sgv_id_key		variation_calling_algorithm	sgv_m		varchar(256)	
SGV	germline_snp__sgv__main:sgv_id_key		other_analysis_algorithm	sgv_m		varchar(256)	
SGV	germline_snp__sgv__main:sgv_id_key		seq_coverage	sgv_m		"float(5,2)"	
SGV	germline_snp__sgv__main:sgv_id_key		raw_data_repository	sgv_m		varchar(256)	
SGV	germline_snp__sgv__main:sgv_id_key		raw_data_accession	sgv_m		varchar(256)	
SGV	germline_snp__sgv__main:sgv_id_key		variation_id	sgv_p		varchar(64)	Y
SGV	germline_snp__sgv__main:sgv_id_key		variation_type	sgv_p		varchar(32)	
SGV	germline_snp__sgv__main:sgv_id_key		chromosome	sgv_p		varchar(32)	Y
SGV	germline_snp__sgv__main:sgv_id_key		chromosome_start	sgv_p		int(1)	Y
SGV	germline_snp__sgv__main:sgv_id_key		chromosome_end	sgv_p		int(1)	Y
SGV	germline_snp__sgv__main:sgv_id_key		chromosome_strand	sgv_p		int(1)	Y
SGV	germline_snp__sgv__main:sgv_id_key		refsnp_allele	sgv_p		varchar(256)	
SGV	germline_snp__sgv__main:sgv_id_key		refsnp_strand	sgv_p		int(1)	
SGV	germline_snp__sgv__main:sgv_id_key		reference_genome_allele	sgv_p		varchar(256)	
SGV	germline_snp__sgv__main:sgv_id_key		control_genotype	sgv_p		varchar(256)	
SGV	germline_snp__sgv__main:sgv_id_key		tumour_genotype	sgv_p		varchar(256)	
SGV	germline_snp__sgv__main:sgv_id_key		quality_score	sgv_p		int(1)	
SGV	germline_snp__sgv__main:sgv_id_key		probability	sgv_p		"float(3,2)"	
SGV	germline_snp__sgv__main:sgv_id_key		read_count	sgv_p		"float(5,2)"	
SGV	germline_snp__sgv__main:sgv_id_key		is_annotated	sgv_p		varchar(32)	
SGV	germline_snp__sgv__main:sgv_id_key		validation_status	sgv_p		varchar(32)	
SGV	germline_snp__sgv__main:sgv_id_key		validation_platform	sgv_p		varchar(256)	
SGV	germline_snp__sgv__main:sgv_id_key		xref_ensembl_var_id	sgv_p		varchar(64)	
CNV	cnv__cnv__main:cnv_id_key		cnv_id_key			int(1) unsigned	Y
CNV	cnv__cnv__main:cnv_id_key	R	chromosome	cnsm_p/cngv_p		varchar(32)	Y
CNV	cnv__cnv__main:cnv_id_key	R	chromosome_start	cnsm_p/cngv_p		int(1)	Y
CNV	cnv__cnv__main:cnv_id_key	R	chromosome_end	cnsm_p/cngv_p		int(1)	Y
CNV	cnv__copy_number_somatic_mutation__dm:cnv_id_key		cnv_id_key			int(1) unsigned	Y
CNV	cnv__copy_number_somatic_mutation__dm:cnv_id_key	R	mutation_id	cnsm_p/cnsm_s		varchar(64)	Y
CNV	cnv__copy_number_somatic_mutation__dm:cnv_id_key	R	mutation_type	cnsm_p	Y	varchar(64)	Y
CNV	cnv__copy_number_somatic_mutation__dm:cnv_id_key	O	chromosome_start_range	cnsm_p		int(1)	
CNV	cnv__copy_number_somatic_mutation__dm:cnv_id_key	O	chromosome_end_range	cnsm_p		int(1)	
CNV	cnv__copy_number_somatic_mutation__dm:cnv_id_key	O	start_probe_id	cnsm_p		varchar(64)	
CNV	cnv__copy_number_somatic_mutation__dm:cnv_id_key	O	end_probe_id	cnsm_p		varchar(64)	
CNV	cnv__copy_number_somatic_mutation__dm:cnv_id_key	O	copy_number	cnsm_p	Y (r)	int(1)	Y
CNV	cnv__copy_number_somatic_mutation__dm:cnv_id_key	O	quality_score	cnsm_p	Y (r)	"float(12,6)"	Y
CNV	cnv__copy_number_somatic_mutation__dm:cnv_id_key	O	probability	cnsm_p	Y (r)	"float(3,2)"	Y
CNV	cnv__copy_number_somatic_mutation__dm:cnv_id_key	O	is_annotated	cnsm_p	Y	varchar(32)	Y
CNV	cnv__copy_number_somatic_mutation__dm:cnv_id_key	R	validation_status	cnsm_p	Y	varchar(32)	Y
CNV	cnv__copy_number_somatic_mutation__dm:cnv_id_key	O	validation_platform	cnsm_p	Y	varchar(256)	Y
CNV	cnv__copy_number_somatic_mutation__dm:cnv_id_key	R	gene_affected	cnsm_s		varchar(256)	Y
CNV	cnv__copy_number_somatic_mutation__dm:cnv_id_key	O	transcript_affected	cnsm_s		varchar(256)	Y
CNV	cnv__copy_number_somatic_mutation__dm:cnv_id_key	R	platform	cnsm_m	Y	varchar(256)	Y
CNV	cnv__copy_number_somatic_mutation__dm:cnv_id_key	O	experimental_protocol	cnsm_m		varchar(256)	
CNV	cnv__copy_number_somatic_mutation__dm:cnv_id_key	R	base_calling_algorithm	cnsm_m		varchar(256)	
CNV	cnv__copy_number_somatic_mutation__dm:cnv_id_key	R	alignment_algorithm	cnsm_m		varchar(256)	
CNV	cnv__copy_number_somatic_mutation__dm:cnv_id_key	R	variation_calling_algorithm	cnsm_m		varchar(256)	
CNV	cnv__copy_number_somatic_mutation__dm:cnv_id_key	O	other_analysis_algorithm	cnsm_m		varchar(256)	
CNV	cnv__copy_number_somatic_mutation__dm:cnv_id_key	O	seq_coverage	cnsm_m		"float(3,2)"	
CNV	cnv__copy_number_somatic_mutation__dm:cnv_id_key	R	raw_data_repository	cnsm_m		varchar(64)	
CNV	cnv__copy_number_somatic_mutation__dm:cnv_id_key	R	raw_data_accession	cnsm_m		varchar(64)	
CNV	cnv__copy_number_somatic_mutation__dm:cnv_id_key	R	donor_id	cnsm_m		varchar(32)	Y
CNV	cnv__copy_number_somatic_mutation__dm:cnv_id_key	R	diagnosis_id	cnsm_m		varchar(32)	Y
CNV	cnv__copy_number_somatic_mutation__dm:cnv_id_key	R	tumour_sample_id	cnsm_p/cnsm_s/cnsm_m		varchar(32)	Y
CNV	cnv__copy_number_somatic_mutation__dm:cnv_id_key	R	matched_sample_id	cnsm_m		varchar(32)	Y
CNV	cnv__copy_number_somatic_mutation__dm:cnv_id_key	R	analysis_id	cnsm_p/cnsm_s/cnsm_m		varchar(32)	Y
CNV	cnv__copy_number_germline_variation__dm:cnv_id_key		cnv_id_key			int(1) unsigned	Y
CNV	cnv__copy_number_germline_variation__dm:cnv_id_key	R	variation_id	cngv_p/cngv_s		varchar(64)	
CNV	cnv__copy_number_germline_variation__dm:cnv_id_key	R	variation_type	cngv_p	Y	varchar(64)	
CNV	cnv__copy_number_germline_variation__dm:cnv_id_key	O	chromosome_start_range	cngv_p		int(1)	
CNV	cnv__copy_number_germline_variation__dm:cnv_id_key	O	chromosome_end_range	cngv_p		int(1)	
CNV	cnv__copy_number_germline_variation__dm:cnv_id_key	O	start_probe_id	cngv_p		varchar(64)	
CNV	cnv__copy_number_germline_variation__dm:cnv_id_key	O	end_probe_id	cngv_p		varchar(64)	
CNV	cnv__copy_number_germline_variation__dm:cnv_id_key	O	copy_number	cngv_p	Y (r)	int(1)	
CNV	cnv__copy_number_germline_variation__dm:cnv_id_key	O	quality_score	cngv_p	Y (r)	"float(12,6)"	
CNV	cnv__copy_number_germline_variation__dm:cnv_id_key	O	probability	cngv_p	Y (r)	"float(3,2)"	
CNV	cnv__copy_number_germline_variation__dm:cnv_id_key	O	is_annotated	cngv_p	Y	varchar(32)	
CNV	cnv__copy_number_germline_variation__dm:cnv_id_key	R	validation_status	cngv_p	Y	varchar(32)	
CNV	cnv__copy_number_germline_variation__dm:cnv_id_key	O	validation_platform	cngv_p	Y	varchar(256)	
CNV	cnv__copy_number_germline_variation__dm:cnv_id_key	R	gene_affected	cngv_s		text	
CNV	cnv__copy_number_germline_variation__dm:cnv_id_key	O	transcript_affected	cnsm_s		text	
CNV	cnv__copy_number_germline_variation__dm:cnv_id_key	R	platform	cngv_m	Y	varchar(256)	
CNV	cnv__copy_number_germline_variation__dm:cnv_id_key	O	experimental_protocol	cngv_m		varchar(256)	
CNV	cnv__copy_number_germline_variation__dm:cnv_id_key	R	base_calling_algorithm	cngv_m		varchar(256)	
CNV	cnv__copy_number_germline_variation__dm:cnv_id_key	R	alignment_algorithm	cngv_m		varchar(256)	
CNV	cnv__copy_number_germline_variation__dm:cnv_id_key	R	variation_calling_algorithm	cngv_m		varchar(256)	
CNV	cnv__copy_number_germline_variation__dm:cnv_id_key	O	other_analysis_algorithm	cngv_m		varchar(256)	
CNV	cnv__copy_number_germline_variation__dm:cnv_id_key	O	seq_coverage	cngv_m		"float(3,2)"	
CNV	cnv__copy_number_germline_variation__dm:cnv_id_key	R	raw_data_repository	cngv_m		varchar(64)	
CNV	cnv__copy_number_germline_variation__dm:cnv_id_key	R	raw_data_accession	cngv_m		varchar(64)	
CNV	cnv__copy_number_germline_variation__dm:cnv_id_key	R	donor_id	cngv_m		varchar(32)	Y
CNV	cnv__copy_number_germline_variation__dm:cnv_id_key	R	diagnosis_id	cngv_m		varchar(32)	Y
CNV	cnv__copy_number_germline_variation__dm:cnv_id_key	R	control_sample_id	cngv_p/cngv_s/cngv_m		varchar(32)	Y
CNV	cnv__copy_number_germline_variation__dm:cnv_id_key	R	matched_sample_id	cngv_m		varchar(32)	Y
CNV	cnv__copy_number_germline_variation__dm:cnv_id_key	R	analysis_id	cngv_p/cngv_s/cngv_m		varchar(32)	Y
CNGV	germline_cnv__cngv__main:cngv_id_key		cngv_id_key			int(1) unsigned	Y
CNGV	germline_cnv__cngv__main:cngv_id_key		analysis_id	cngv_m		varchar(32)	
CNGV	germline_cnv__cngv__main:cngv_id_key		donor_id	cngv_m		varchar(32)	
CNGV	germline_cnv__cngv__main:cngv_id_key		diagnosis_id	cngv_m		varchar(32)	
CNGV	germline_cnv__cngv__main:cngv_id_key		control_sample_id	cngv_m		varchar(32)	
CNGV	germline_cnv__cngv__main:cngv_id_key		matched_sample_id	cngv_m		varchar(32)	
CNGV	germline_cnv__cngv__main:cngv_id_key		assembly_version	cngv_m		varchar(32)	
CNGV	germline_cnv__cngv__main:cngv_id_key		platform	cngv_m		varchar(256)	
CNGV	germline_cnv__cngv__main:cngv_id_key		experimental_protocol	cngv_m		varchar(256)	
CNGV	germline_cnv__cngv__main:cngv_id_key		base_calling_algorithm	cngv_m		varchar(256)	
CNGV	germline_cnv__cngv__main:cngv_id_key		alignment_algorithm	cngv_m		varchar(256)	
CNGV	germline_cnv__cngv__main:cngv_id_key		variation_calling_algorithm	cngv_m		varchar(256)	
CNGV	germline_cnv__cngv__main:cngv_id_key		other_analysis_algorithm	cngv_m		varchar(256)	
CNGV	germline_cnv__cngv__main:cngv_id_key		seq_coverage	cngv_m		"float(5,2)"	
CNGV	germline_cnv__cngv__main:cngv_id_key		raw_data_repository	cngv_m		varchar(256)	
CNGV	germline_cnv__cngv__main:cngv_id_key		raw_data_accession	cngv_m		varchar(256)	
CNGV	germline_cnv__cngv__main:cngv_id_key		variation_id	cngv_p		varchar(64)	Y
CNGV	germline_cnv__cngv__main:cngv_id_key		variation_type	cngv_p		varchar(32)	
CNGV	germline_cnv__cngv__main:cngv_id_key		chromosome	cngv_p		varchar(32)	Y
CNGV	germline_cnv__cngv__main:cngv_id_key		chromosome_start	cngv_p		int(1)	Y
CNGV	germline_cnv__cngv__main:cngv_id_key		chromosome_end	cngv_p		int(1)	Y
CNGV	germline_cnv__cngv__main:cngv_id_key		chromosome_start_range	cngv_p		int(1)	
CNGV	germline_cnv__cngv__main:cngv_id_key		chromosome_end_range	cngv_p		int(1)	
CNGV	germline_cnv__cngv__main:cngv_id_key		start_probe_id	cngv_p		varchar(32)	
CNGV	germline_cnv__cngv__main:cngv_id_key		end_probe_id	cngv_p		varchar(32)	
CNGV	germline_cnv__cngv__main:cngv_id_key		copy_number	cngv_p		int(1)	
CNGV	germline_cnv__cngv__main:cngv_id_key		quality_score	cngv_p		int(1)	
CNGV	germline_cnv__cngv__main:cngv_id_key		probability	cngv_p		"float(3,2)"	
CNGV	germline_cnv__cngv__main:cngv_id_key		is_annotated	cngv_p		varchar(32)	
CNGV	germline_cnv__cngv__main:cngv_id_key		validation_status	cngv_p		varchar(32)	
CNGV	germline_cnv__cngv__main:cngv_id_key		validation_platform	cngv_p		varchar(256)	
SV	sv__sv__main:sv_id_key		sv_id_key			int(1) unsigned	Y
SV	sv__sv__main:sv_id_key	R	interpreted_annotation	stsm_p/stgv_p		varchar(128)	Y
SV	sv__sv__main:sv_id_key	R	sv_id	stsm_p/stgv_p		varchar(24)	Y
SV	sv__sv__main:sv_id_key	R	variant_type	stsm_p/stgv_p		varchar(64)	Y
SV	sv__sv__main:sv_id_key		db_xref	stsm_p/stgv_p		varchar(128)	Y
SV	sv__feature__main:feature_id_key:sv_id_key:sv__sv__main		sv_id_key			int(1) unsigned	Y
SV	sv__feature__main:feature_id_key:sv_id_key:sv__sv__main		feature_id_key			int(1) unsigned	Y
SV	sv__feature__main:feature_id_key:sv_id_key:sv__sv__main	R	placement	stsm_p/stgv_p		int(1)	Y
SV	sv__feature__main:feature_id_key:sv_id_key:sv__sv__main	R	annotation	stsm_p/stgv_p		varchar(128)	Y
SV	sv__feature__main:feature_id_key:sv_id_key:sv__sv__main	R	chr_from	stsm_p/stgv_p		varchar(32)	Y
SV	sv__feature__main:feature_id_key:sv_id_key:sv__sv__main	R	chr_from_bkpt	stsm_p/stgv_p		int(1)	Y
SV	sv__feature__main:feature_id_key:sv_id_key:sv__sv__main	R	chr_from_strand	stsm_p/stgv_p		int(1)	
SV	sv__feature__main:feature_id_key:sv_id_key:sv__sv__main	O	chr_from_range	stsm_p/stgv_p		int(1)	
SV	sv__feature__main:feature_id_key:sv_id_key:sv__sv__main	O	chr_from_flanking_seq	stsm_p/stgv_p		varchar(256)	
SV	sv__feature__main:feature_id_key:sv_id_key:sv__sv__main	O	bkpt_from_context	stsm_s/stgv_s		varchar(32)	
SV	sv__feature__main:feature_id_key:sv_id_key:sv__sv__main	R	chr_to	stsm_p/stgv_p		varchar(32)	Y
SV	sv__feature__main:feature_id_key:sv_id_key:sv__sv__main	R	chr_to_bkpt	stsm_p/stgv_p		int(1)	Y
SV	sv__feature__main:feature_id_key:sv_id_key:sv__sv__main	R	chr_to_strand	stsm_p/stgv_p		int(1)	
SV	sv__feature__main:feature_id_key:sv_id_key:sv__sv__main	O	chr_to_range	stsm_p/stgv_p		int(1)	
SV	sv__feature__main:feature_id_key:sv_id_key:sv__sv__main	O	chr_to_flanking_seq	stsm_p/stgv_p		varchar(256)	
SV	sv__feature__main:feature_id_key:sv_id_key:sv__sv__main	O	bkpt_to_context	stsm_s/stgv_s		varchar(32)	
SV	sv__structural_somatic_mutation__dm:sv_id_key		sv_id_key			int(1) unsigned	Y
SV	sv__structural_somatic_mutation__dm:sv_id_key	R	platform	stsm_m	Y	varchar(256)	Y
SV	sv__structural_somatic_mutation__dm:sv_id_key	O	experimental_protocol	stsm_m		varchar(256)	
SV	sv__structural_somatic_mutation__dm:sv_id_key	R	base_calling_algorithm	stsm_m		varchar(256)	
SV	sv__structural_somatic_mutation__dm:sv_id_key	R	alignment_algorithm	stsm_m		varchar(256)	
SV	sv__structural_somatic_mutation__dm:sv_id_key	R	variation_calling_algorithm	stsm_m		varchar(256)	
SV	sv__structural_somatic_mutation__dm:sv_id_key	O	other_analysis_algorithm	stsm_m		varchar(256)	
SV	sv__structural_somatic_mutation__dm:sv_id_key	R	raw_data_repository	stsm_m		varchar(64)	
SV	sv__structural_somatic_mutation__dm:sv_id_key	R	raw_data_accession	stsm_m		varchar(64)	
SV	sv__structural_somatic_mutation__dm:sv_id_key	R	donor_id	stsm_m		varchar(32)	Y
SV	sv__structural_somatic_mutation__dm:sv_id_key	R	diagnosis_id	stsm_m		varchar(32)	Y
SV	sv__structural_somatic_mutation__dm:sv_id_key	R	tumour_sample_id	stsm_m		varchar(32)	Y
SV	sv__structural_somatic_mutation__dm:sv_id_key	R	matched_sample_id	stsm_m		varchar(32)	Y
SV	sv__structural_somatic_mutation__dm:sv_id_key	O	microhomology_sequence	stsm_p		text	
SV	sv__structural_somatic_mutation__dm:sv_id_key	O	non_templated_sequence	stsm_p		text	
SV	sv__structural_somatic_mutation__dm:sv_id_key	O	evidence	stsm_p	Y	varchar(64)	Y
SV	sv__structural_somatic_mutation__dm:sv_id_key	O	quality_score	stsm_p	Y (r)	int(1)	Y
SV	sv__structural_somatic_mutation__dm:sv_id_key	O	probability	stsm_p	Y (r)	"float(3,2)"	Y
SV	sv__structural_somatic_mutation__dm:sv_id_key	O	zygosity	stsm_p	Y	varchar(32)	Y
SV	sv__structural_somatic_mutation__dm:sv_id_key	R	validation_status	stsm_p	Y	varchar(32)	Y
SV	sv__structural_somatic_mutation__dm:sv_id_key	O	validation_platform	stsm_p	Y	varchar(256)	Y
SV	sv__structural_somatic_mutation__dm:sv_id_key	O	seq_coverage	stsm_m		"float(5,2)"	
SV	sv__structural_somatic_mutation__dm:sv_id_key	R	analysis_id	stsm_m/stsm_p/stsm_s		varchar(32)	Y
SV	sv__transcript__dm:feature_id_key		feature_id_key			int(1) unsigned	Y
SV	sv__transcript__dm:feature_id_key	O	gene_affected_by_bkpt_from	stsm_s		varchar(256)	Y
SV	sv__transcript__dm:feature_id_key	O	gene_affected_by_bkpt_to	stsm_s		varchar(256)	Y
SV	sv__transcript__dm:feature_id_key	O	transcript_affected_by_bkpt_from	stsm_s		varchar(256)	Y
SV	sv__transcript__dm:feature_id_key	O	transcript_affected_by_bkpt_to	stsm_s		varchar(256)	Y
STGV	germline_sv__stgv__main:stgv_id_key		stgv_id_key			int(1) unsigned	Y
STGV	germline_sv__stgv__main:stgv_id_key		analysis_id	stgv_m		varchar(32)	
STGV	germline_sv__stgv__main:stgv_id_key		donor_id	stgv_m		varchar(32)	
STGV	germline_sv__stgv__main:stgv_id_key		diagnosis_id	stgv_m		varchar(32)	
STGV	germline_sv__stgv__main:stgv_id_key		control_sample_id	stgv_m		varchar(32)	
STGV	germline_sv__stgv__main:stgv_id_key		matched_sample_id	stgv_m		varchar(32)	
STGV	germline_sv__stgv__main:stgv_id_key		assembly_version	stgv_m		varchar(32)	
STGV	germline_sv__stgv__main:stgv_id_key		platform	stgv_m		varchar(256)	
STGV	germline_sv__stgv__main:stgv_id_key		experimental_protocol	stgv_m		varchar(256)	
STGV	germline_sv__stgv__main:stgv_id_key		base_calling_algorithm	stgv_m		varchar(256)	
STGV	germline_sv__stgv__main:stgv_id_key		alignment_algorithm	stgv_m		varchar(256)	
STGV	germline_sv__stgv__main:stgv_id_key		variation_calling_algorithm	stgv_m		varchar(256)	
STGV	germline_sv__stgv__main:stgv_id_key		other_analysis_algorithm	stgv_m		varchar(256)	
STGV	germline_sv__stgv__main:stgv_id_key		seq_coverage	stgv_m		"float(5,2)"	
